,Condition,Recommendation,Rationale,ExStandardized
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",AMOXAPINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",CLOMIPRAMINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",DESIPRAMINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",DOXEPIN
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",IMIPRAMINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",NORTRIPTYLINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",PAROXETINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",PROTRIPTYLINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",TRIMIPRAMINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",CITALOPRAM
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",ESCITALOPRAM
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",FLUOXETINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",PAROXETINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",SERTRALINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",DESVENLAFAXINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",DULOXETINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",CHLORAMPHENICOL
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",MILNACIPRAN
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",VENLAFAXINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",CHLORDIAZEPOXIDE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",HEROIN
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",CODEINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",OXYCODONE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",HYDROCODONE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",TRAMADOL
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",MORPHINE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",HYDROMORPHONE
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",FENTANYL
0,History of falls or fractures,Avoid,"May cause ataxia, impaired psychomotor function, syncope, additional falls; shorteracting benzodiazepines are not safer than long-acting ones.
If one of the drugs must be used, consider reducing use of other CNS-active medications that increase risk of falls and fractures (ie, antiepileptics, opioid-receptor agonists, antipsychotics, antidepressants, nonbenzodiazepine and benzodiazepine receptor agonist hypnotics, other sedatives/hypnotics) and implement other strategies to reduce fall risk. Data for antidepressants are mixed but no compelling evidence that certain antidepressants confer less fall risk than others.",DOXAZOSIN
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",METOCLOPRAMIDE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",PROCHLORPERAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",PROMETHAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",CHLORPROMAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",DROPERIDOL
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",FLUPHENAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",HALOPERIDOL
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",LOXAPINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",PERPHENAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",PIMOZIDE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",PROCHLORPERAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",THIORIDAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",THIOTHIXENE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",TRIFLUOPERAZINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",ARIPIPRAZOLE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",ASENAPINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",ILOPERIDONE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",LURASIDONE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",OLANZAPINE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",PALIPERIDONE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",RISPERIDONE
0,Parkinson Disease,Avoid,"Dopamine-receptor antagonists with potential to worsen parkinsonian symptoms.
Exceptions: Pimavanserin and clozapine appear to be less likely to precipitate worsening of Parkinson disease. Quetiapine has only been studied in low-quality clinical trials with efficacy comparable to that of placebo in five trials and to that of clozapine in two others.",ZIPRASIDONE
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,ACETYLSALICYLIC ACID
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,DICLOFENAC
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,DIFLUNISAL
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,ETODOLAC
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,FENOPROFEN
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,IBUPROFEN
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,KETOPROFEN
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,MECLOFENAMIC ACID
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,MEFENAMIC ACID
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,MELOXICAM
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,NABUMETONE
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,NAPROXEN
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,OXAPROZIN
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,PIROXICAM
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,SULINDAC
0,History of gastric or duodenal ulcers,Avoid unless other alternatives are not effective and patient can take gastroprotective agent (i.e. proton-pump inhibitor or misoprostol),May exacerbate existing ulcers or cause new/additional ulcers,TOLMETIN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,ACETYLSALICYLIC ACID
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,DICLOFENAC
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,DIFLUNISAL
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,ETODOLAC
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,FENOPROFEN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,IBUPROFEN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,KETOPROFEN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,MECLOFENAMIC ACID
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,MEFENAMIC ACID
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,MELOXICAM
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,NABUMETONE
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,NAPROXEN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,OXAPROZIN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,PIROXICAM
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,SULINDAC
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,TOLMETIN
0,Chronic Kidney Disease (stage 4 or higher - creatinine clearance <30 mL/min),Avoid,May increase risk of acute kidney injury and further decline of renal function,CELECOXIB
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),ESTRADIOL
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),ESTRADIOL
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),ESTRADIOL
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),OSPEMIFENE
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),ESTRADIOL
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),CONJUGATED ESTROGENS
